ObjectID,GlobalID,Point #,Start Time at Point,Percent of the area within 50m covered by any shrub species,Percent of the area within 50m covered by sagebrush (Artemisia sp.),Shrub Species Present within 50m of the point,List any other shrub species present within 50m of the point,Count the number of trees or snags within 50m of the point,Percent of shrubs shorter than 1m,Percent of shrubs 1m-2m tall,Percent of shrubs 2m-3m tall,Percent of shrubs taller than 3m,Percent of the area within 50m of the point where cheatgrass is present,Point Notes,Next Point,ParentGlobalID,CreationDate,Creator,EditDate,Editor,Average height of shrubs within 50m of the point (cm),x,y
25,26fa0fb2-75ca-405f-ac8a-a1ac34020549,05,07:31,2,,,,42,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71850843,41.57485698
26,85f2a3c7-61c6-4ae8-b07a-a720318a5097,01,07:45,2,,,,27,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71864141,41.57713572
27,40a5344b-6d1f-4fe7-a560-346c366d629f,02,07:55,2,,,,35,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71558028,41.5770993
28,959d5688-8dbc-4d66-b44e-7f226be62ad0,03,08:06,2,,,,63,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71255958,41.57722493
29,6c5ce984-0975-44c2-91b0-b625acf91b75,04,08:16,1,,,,47,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.7095469,41.57726024
30,7a14f431-367f-4b44-a49b-bce2c4baff96,08,08:29,2,,,,26,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.70947152,41.57503128
31,2533cecb-b117-4325-982a-90367e2e3950,12,08:40,2,,,,19,,,,,0,Wind blowing hard from the north,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.70937606,41.57280061
32,9e6a06b6-30e4-4b13-8e4e-2bf057927a6b,16,09:36,3,,,,42,,,,,0,Wind blowing hard from the north,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.70926565,41.57057804
33,81f3a889-fec2-47f1-ae95-e88c81b27634,15,09:36,2,,,,10,,,,,0,Heavy wind ,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71228228,41.57050124
34,cdb36a0a-68ce-4196-8465-a54431d5a54c,14,09:36,2,,,,9,,,,,3,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71525849,41.57038986
35,fbdee0f9-6143-4e6c-bb26-da0c32eb08d9,10,09:36,2,,,,10,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71540046,41.57265624
36,6bed0a6c-42e7-49b7-bdb3-d118427f4499,11,09:36,2,,,,5,,,,,6,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71236967,41.57273221
37,d3f28689-c9a6-447f-b753-01140a05d18e,07,09:50,2,,,,12,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71249462,41.57498938
38,c0440d4c-9d5c-4987-ade3-191406903334,06,10:01,2,,,,16,,,,,0,Strong gusts of wind,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71549721,41.57489812
39,00ec73ec-1184-4613-b1f0-dbeae0dc2816,09,10:13,2,,,,66,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71839414,41.57263917
40,38a4c7b9-0d29-4cd0-b603-a5be8597d8e3,13,10:25,1,,,,76,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71829988,41.57041996
41,a7be9f66-2267-465f-b1d9-f2304bf21cf0,15,06:36,1,,,,0,,,,,10,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.713314506172,41.5298128089149
42,3792fcd5-8f3a-414b-a49f-61d53c26ab1d,16,06:47,0,,,,0,,,,,1,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.710330017019,41.5298831363657
43,2c844f26-470c-4b77-952d-58846632647b,12,06:59,0,,,,60,,,,,10,Distances estimated due to being in a bowl that blocked rangefinder,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.710447871036,41.5321295971227
44,b93d1030-7ac2-4cde-b427-c025ea820207,08,07:14,1,,,,2,,,,,1,Sagebrush returning after fire ~0.5m,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.710579015291,41.5344192274164
45,016e3300-c1e2-4f73-a561-51cffca5df98,04,07:25,1,,,,0,,,,,1,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.710573437369,41.5366013648506
46,6106fe00-14cf-462b-b057-97d1b66ae14c,03,07:36,1,,,,0,,,,,3,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.713676394713,41.5365454174712
47,b7be68e8-8bf4-4cf8-89f0-3f39c44c601d,07,07:47,1,,,,0,,,,,10,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.713542061953,41.5342677414993
48,74f4ea96-6e49-4c39-b5e8-e98a88cec59c,11,07:57,1,,,,0,,,,,8,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.713490219422,41.5320220911991
49,a39846ce-5121-40f6-b327-faafabac25a5,10,08:07,0,,,,15,,,,,10,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.716464655474,41.5320000189135
50,ce80c108-a062-4a35-af67-c58d196489c8,06,08:17,1,,,,2,,,,,1,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.716600700984,41.5342878260341
51,c2dbbf46-d030-445f-b78c-ca4cfcba2de1,02,08:27,1,,,,3,,,,,4,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.716682676571,41.5365089218309
52,94fc3df6-cf87-4d1d-a819-08cb0e83b401,01,08:37,0,,,,2,,,,,2,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.719705708127,41.5363706846587
53,57a80625-0272-499b-9306-892e10fc9353,05,08:47,1,,,,3,,,,,9,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.71954751423,41.5340929082303
54,7182600c-bcf0-43ad-a690-d3d96e97a2ed,09,08:58,1,,,,3,,,,,10,Lewis’s Woodpecker!!!!!!!,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.719486972035,41.5318149844881
55,479f4e14-15c3-4893-8acd-c5724fcff10e,13,09:13,1,,,,5,,,,,10,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.719447744366,41.5296549014777
56,09c2fc5a-234b-4908-8293-8f77e5c179cd,14,09:22,1,,,,9,,,,,6,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.716299819074,41.5297590542772
57,0d434058-aeb0-4e0d-adeb-5fc57fd65e7a,08,06:33,1,,,,3,,,,,3,,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.02796302,42.02362502
58,3b212b52-3a9a-40b2-a133-9414136aceab,04,06:47,1,,,,15,,,,,5,,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.0280453,42.02589522
59,29b2c136-42a8-477f-941c-e3283c5a2e90,03,06:59,1,,,,46,,,,,2,,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03102934,42.02586615
60,307ff752-6e8e-4366-99e9-169a45935f99,02,07:56,1,,,,72,,,,,8,Point is shown as an unburned area in field maps. This is incorrect. The area is burned,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03397731,42.02578836
61,518dfdae-8b07-4e68-9c13-93311fb0f472,01,07:56,1,,,,78,,,,,4,Point is shown as an unburned area in field maps. This is incorrect. The area is burned,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03693977,42.02573754
62,57677138-8f38-4557-b73c-dbd658a2a74b,05,07:56,0,,,,112,,,,,6,Point is shown as an unburned area in field maps. This is incorrect. The area is burned,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03687608,42.0235372
63,359ab858-67f2-4f24-be4f-af8239391b18,06,08:09,1,,,,112,,,,,9,Point is shown as an unburned area in field maps. This is incorrect. The area is burned,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03389689,42.02359386
64,b185cd27-099a-4424-a580-75de4be5cb18,10,08:22,0,,,,43,,,,,5,Point is shown as an unburned area in field maps. This is incorrect. The area is burned,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03380775,42.02138757
65,f25c66fa-744f-4f76-800e-a5243412f51b,09,08:36,0,,,,148,,,,,7,Point is shown as an unburned area in field maps. This is incorrect. The area is burned,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03677264,42.02133391
66,1aa0a2a5-7e5a-498e-a6df-d4a8f75a254c,13,08:49,1,,,,111,,,,,3,Point is shown as an unburned area in field maps. This is incorrect. The area is burned,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03671541,42.01913087
67,5d6e4ccf-4315-49ea-be94-15bd603e171e,14,09:04,1,,,,98,,,,,2,Point is shown as an unburned area in field maps. This is incorrect. The area is burned,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03376388,42.01917482
68,bd84f770-91d7-4b6c-b59e-1a08463a8651,15,09:15,0,,,,0,,,,,2,,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03077142,42.01923853
69,98602697-9fe3-4c83-8a71-f6e5ef67e0de,16,09:26,1,,,,0,,,,,3,,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.02783414,42.01929879
70,128a93a8-5d87-4e4d-8480-d80efd8d8a04,12,09:36,1,,,,0,,,,,0,,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.02787767,42.02148448
71,e89691f2-484e-4219-9c4e-a5ea17c67424,11,09:49,0,,,,2,,,,,9,,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03084907,42.02144293
72,05d1d7fe-0367-4b55-b62c-65831519d69b,07,10:01,0,,,,24,,,,,3,,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03094321,42.02365028
73,fb7d3e49-bd33-40ef-8f69-9c22c7b15fa0,08,05:49,3,,,,0,,,,,0,,,2f796e73-d9e5-493b-a72f-fdc3723dc5fc,5/13/2024 3:27:22 PM,will.harrod,5/13/2024 3:27:22 PM,will.harrod,,-113.965501652897,41.7881527662169
74,f4b568b3-a966-44bd-8e9a-27ce90aba39e,12,06:00,1,,,,0,,,,,0,Almost no sage on this slope. All birds heard from far away down slope,,2f796e73-d9e5-493b-a72f-fdc3723dc5fc,5/13/2024 3:27:22 PM,will.harrod,5/13/2024 3:27:22 PM,will.harrod,,-113.965468827256,41.7859614739036
75,6a2720b4-6539-4f29-ad33-b8a4b93a4dc3,16,06:10,2,,,,0,,,,,0,Very small sagebrush,,2f796e73-d9e5-493b-a72f-fdc3723dc5fc,5/13/2024 3:27:22 PM,will.harrod,5/13/2024 3:27:22 PM,will.harrod,,-113.965344610263,41.783705519624
76,d1cfc6cc-6874-46e7-9b78-83a08a0540ed,15,06:21,4,,,,0,,,,,0,,,2f796e73-d9e5-493b-a72f-fdc3723dc5fc,5/13/2024 3:27:22 PM,will.harrod,5/13/2024 3:27:22 PM,will.harrod,,-113.968266066746,41.7836418617563
77,b8d3b59c-6fbb-478e-8ecd-8c051684329b,11,06:33,2,,,,0,,,,,0,Very low sage,,2f796e73-d9e5-493b-a72f-fdc3723dc5fc,5/13/2024 3:27:22 PM,will.harrod,5/13/2024 3:27:22 PM,will.harrod,,-113.968448485174,41.7859560823882
78,46160290-456d-4c64-9b3f-768dd0178d2d,07,06:44,2,,,,0,,,,,0,,,2f796e73-d9e5-493b-a72f-fdc3723dc5fc,5/13/2024 3:27:22 PM,will.harrod,5/13/2024 3:27:22 PM,will.harrod,,-113.968509774129,41.7881204046412
79,cbf33143-2b5a-42d0-97b5-d3ee08a479ac,06,06:56,3,,,,0,,,,,0,,,2f796e73-d9e5-493b-a72f-fdc3723dc5fc,5/13/2024 3:27:22 PM,will.harrod,5/13/2024 3:27:22 PM,will.harrod,,-113.97161621765,41.7880541159151
80,ca40cc10-2442-48e0-8e2c-ebbed7716ac6,10,07:06,4,,,,0,,,,,0,,,2f796e73-d9e5-493b-a72f-fdc3723dc5fc,5/13/2024 3:27:22 PM,will.harrod,5/13/2024 3:27:22 PM,will.harrod,,-113.971565194734,41.7857666677263
81,bb29b313-4adb-4475-829e-b9b7c592b13a,14,07:18,5,,,,0,,,,,0,BBMA nest on point,,2f796e73-d9e5-493b-a72f-fdc3723dc5fc,5/13/2024 3:27:22 PM,will.harrod,5/13/2024 3:27:22 PM,will.harrod,,-113.971350550591,41.7835835816409
82,1845bc3e-0793-426e-8a18-5916382efd2a,13,07:32,3,,,,0,,,,,0,,,2f796e73-d9e5-493b-a72f-fdc3723dc5fc,5/13/2024 3:27:22 PM,will.harrod,5/13/2024 3:27:22 PM,will.harrod,,-113.97447644824,41.7835168572586
83,b665d785-6b9d-4eac-8f00-e42d3af89229,09,07:44,3,,,,0,,,,,0,,,2f796e73-d9e5-493b-a72f-fdc3723dc5fc,5/13/2024 3:27:22 PM,will.harrod,5/13/2024 3:27:22 PM,will.harrod,,-113.974494320451,41.7857376363313
84,cf347759-e19c-490d-ac39-7f8a60927b1c,05,07:57,5,,,,0,,,,,0,Lots of BRSP long songs,,2f796e73-d9e5-493b-a72f-fdc3723dc5fc,5/13/2024 3:27:22 PM,will.harrod,5/13/2024 3:27:22 PM,will.harrod,,-113.974708020466,41.788001576422
85,5d92d22f-8ea4-466b-8885-a6f3fcb23fc8,01,08:06,3,,,,0,,,,,0,,,2f796e73-d9e5-493b-a72f-fdc3723dc5fc,5/13/2024 3:27:22 PM,will.harrod,5/13/2024 3:27:22 PM,will.harrod,,-113.974756566556,41.7902206038635
86,825f9c33-4ea0-4d5c-83de-be7f47c211fd,02,08:19,3,,,,0,,,,,0,,,2f796e73-d9e5-493b-a72f-fdc3723dc5fc,5/13/2024 3:27:22 PM,will.harrod,5/13/2024 3:27:22 PM,will.harrod,,-113.971746382556,41.7902934488197
87,19649925-9898-478b-85b4-4d18db99f581,03,08:30,4,,,,0,,,,,0,,,2f796e73-d9e5-493b-a72f-fdc3723dc5fc,5/13/2024 3:27:22 PM,will.harrod,5/13/2024 3:27:22 PM,will.harrod,,-113.968673871332,41.7903574234975
88,2c2f5046-015e-406e-8ce4-ae767efeb15b,04,08:42,2,,,,0,,,,,0,,,2f796e73-d9e5-493b-a72f-fdc3723dc5fc,5/13/2024 3:27:22 PM,will.harrod,5/13/2024 3:27:22 PM,will.harrod,,-113.965689107996,41.7904380870561
89,ef933546-e319-4d1b-92f2-fe445d29866a,03,05:52,2,,,,0,,,,,0,,,477c1b4f-ad5f-4486-96b2-98c732d55864,5/14/2024 2:47:41 PM,will.harrod,5/14/2024 2:47:41 PM,will.harrod,50-100cm,-113.997494196325,41.8424488864307
90,86f50062-207b-4886-bbe4-32c16ed54e3e,04,06:06,2,,,,0,,,,,0,,,477c1b4f-ad5f-4486-96b2-98c732d55864,5/14/2024 2:47:41 PM,will.harrod,5/14/2024 2:47:41 PM,will.harrod,25-50cm,-113.994459818308,41.8422617833818
91,dcf58f5a-90dc-4f71-aba2-f33bc1dc7b4a,05,06:21,1,,,,0,,,,,0,,,477c1b4f-ad5f-4486-96b2-98c732d55864,5/14/2024 2:47:41 PM,will.harrod,5/14/2024 2:47:41 PM,will.harrod,50-100cm,-113.991484481986,41.8420500925864
92,8f902082-8415-4c88-b72d-3e9da1829e8a,10,06:37,1,,,,0,,,,,0,,,477c1b4f-ad5f-4486-96b2-98c732d55864,5/14/2024 2:47:41 PM,will.harrod,5/14/2024 2:47:41 PM,will.harrod,25-50cm,-113.991690637558,41.8398121704609
93,99c404a1-750e-42a5-89a3-a3b7a7216078,14,06:52,1,,,,0,,,,,0,,,477c1b4f-ad5f-4486-96b2-98c732d55864,5/14/2024 2:47:41 PM,will.harrod,5/14/2024 2:47:41 PM,will.harrod,25-50cm,-113.991900971887,41.8375921107601
94,7b3aa171-a1bf-4ea8-bf48-e06657c15d95,13,07:04,3,,,,0,,,,,0,,,477c1b4f-ad5f-4486-96b2-98c732d55864,5/14/2024 2:47:41 PM,will.harrod,5/14/2024 2:47:41 PM,will.harrod,50-100cm,-113.99499600866,41.8378455466599
95,01815cd1-b226-4f0b-bb4e-fa252662c6b4,09,07:16,1,,,,0,,,,,0,,,477c1b4f-ad5f-4486-96b2-98c732d55864,5/14/2024 2:47:41 PM,will.harrod,5/14/2024 2:47:41 PM,will.harrod,25-50cm,-113.99471643297,41.8400511698633
